workerid,proliferate.condition,condition,item,response,slide_number,trial_type,catch_trials,subject_information.age,subject_information.assess,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
31,Default,YQA,scientist,0.22,24,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YDA,artist,0.36,25,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NQA,choreographer,0.63,26,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,YQA,coach,0.21,27,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NDA,professor,0.51,28,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NQI,groom,0.73,29,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NQA,supervisor,0.41,30,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NQA,playwright,0.83,31,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,filler,filler6,0.35,32,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,filler,filler5,0.66,33,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,filler,filler1,0.68,34,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
31,Default,NQI,queen,0.64,35,one_slider,[],20,Yes,Sermon is misspelled and appears as semon,2,1,Male,English,Chrome,Windows,1080,1920,21.10115,
39,Default,,,0.4,,one_slider_practice,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,,,0.84,,one_slider_practice,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NQA,bartender,0.5,6,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YDA,fan,0.32,7,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NDA,stylist,0.63,8,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NQI,dentist,0.6,9,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NDI,troopleader,0.66,10,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NQA,conductor,0.41,11,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,filler,filler1,0.82,12,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NDI,doctor,0.02,13,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YQA,priest,0.23,14,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YQI,playwright,0.34,15,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YQI,scientist,0.72,16,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YQI,groom,0.4,17,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NQI,choreographer,0.3,18,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YDI,pianist,0.6,19,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YDA,CEO,0.88,20,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YQA,travelagent,0.6,21,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,filler,filler2,0.86,22,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NDA,patient,0.86,23,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,filler,filler6,0.04,24,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NQA,artist,0.84,25,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YQA,coach,0.77,26,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NDA,chef,0.77,27,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NQI,queen,0.84,28,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,NDI,nutritionist,0.68,29,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,filler,filler3,0.77,30,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YDI,professor,0.45,31,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YDA,pilot,0.35,32,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,filler,filler5,0.11,33,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,filler,filler4,0.21,34,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
39,Default,YDI,supervisor,0.64,35,one_slider,[],22,Yes,This was my first time contributing to a study. The directions were simple and easy to follow.,2,1,Male,English,Chrome,Windows,768,1366,11.919416666666669,
62,Default,,,0.94,,one_slider_practice,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,,,0.97,,one_slider_practice,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,filler,filler3,0.03,6,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YQI,coach,0.7,7,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,filler,filler6,0.03,8,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,filler,filler4,0.06,9,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YQI,choreographer,0.03,10,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YDA,chef,0.74,11,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,filler,filler2,0.72,12,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NQA,groom,0.99,13,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NDA,travelagent,0.97,14,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YDI,pianist,0.02,15,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YQA,artist,0.67,16,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,filler,filler5,0.35,17,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YQI,pilot,0.96,18,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NQI,CEO,0.99,19,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NQA,patient,0.97,20,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YDA,stylist,0.98,21,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NQI,troopleader,0.99,22,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NDA,nutritionist,0.99,23,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YDA,fan,0.02,24,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NQA,queen,0.93,25,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,filler,filler1,0.94,26,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YDI,supervisor,0.93,27,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NDI,conductor,0.96,28,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NDI,dentist,0.99,29,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YDI,playwright,0.52,30,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YQA,bartender,0.14,31,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NDI,professor,0.97,32,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,YQA,priest,0.94,33,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NDA,scientist,0.96,34,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
62,Default,NQI,doctor,0.97,35,one_slider,[],20,No,,2,1,Female,English,Safari,an unknown OS,1180,820,12.737266666666669,
61,Default,,,0.89,,one_slider_practice,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,,,0.82,,one_slider_practice,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,filler,filler4,0.18,6,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NQI,doctor,0.02,7,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,filler,filler5,0.65,8,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NDI,pianist,0.14,9,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NDA,professor,0.34,10,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YQA,fan,0.68,11,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NDI,travelagent,0.83,12,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YDA,conductor,0.16,13,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YQI,queen,0.82,14,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NQI,dentist,0.82,15,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YDI,pilot,0.72,16,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NQI,bartender,0.78,17,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YQI,choreographer,0.76,18,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NQA,scientist,0.83,19,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YQA,chef,0.61,20,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,filler,filler1,0.8,21,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YDA,troopleader,0.73,22,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,filler,filler3,0.65,23,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NDA,supervisor,0.5,24,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NDA,artist,0.79,25,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NQA,stylist,0.85,26,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NDI,groom,0.76,27,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YDA,nutritionist,0.74,28,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,filler,filler6,0.57,29,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YDI,CEO,0.92,30,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,filler,filler2,0.91,31,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YDI,priest,0.91,32,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YQA,playwright,0.78,33,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,NQA,coach,0.83,34,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
61,Default,YQI,patient,0.83,35,one_slider,[],18 years,Yes,,2,2,Female,Telugu,Chrome,Windows,720,1280,21.960583333333332,
37,Default,,,0.91,,one_slider_practice,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,,,0.92,,one_slider_practice,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NQI,priest,0.06,6,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NDI,fan,0.87,7,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NDI,patient,0.74,8,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YDI,pianist,0.51,9,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YQI,conductor,0.49,10,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YDI,bartender,0.38,11,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,filler,filler1,0.53,12,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YDA,troopleader,0.24,13,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NDA,professor,0.61,14,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,filler,filler3,0.8,15,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,filler,filler4,0.73,16,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NQI,pilot,0.8,17,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YQI,dentist,0.37,18,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YQA,supervisor,0.29,19,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NQA,coach,0.65,20,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YDI,nutritionist,0.33,21,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YQA,playwright,0.36,22,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NQI,scientist,0.65,23,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NQA,groom,0.7,24,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YQI,stylist,0.26,25,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YDA,queen,0.74,26,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,filler,filler5,0,27,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NDA,CEO,0.7,28,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YDA,choreographer,0.27,29,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,YQA,chef,0.24,30,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NQA,doctor,0.64,31,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,filler,filler6,0.13,32,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NDI,artist,0.42,33,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,NDA,travelagent,0.27,34,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
37,Default,filler,filler2,0.9,35,one_slider,[],,Yes,,-1,-1,,,Chrome,Mac,956,1470,17.435916666666667,
35,Default,,,0.08,,one_slider_practice,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,,,0.92,,one_slider_practice,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NDI,bartender,0.26,6,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YDI,doctor,0.15,7,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NQA,professor,0.91,8,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YQI,CEO,0.2,9,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,filler,filler6,0.03,10,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YQA,troopleader,0.09,11,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,filler,filler5,0.06,12,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YDI,coach,0.41,13,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NQA,artist,0.93,14,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NQI,nutritionist,0.93,15,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YDI,fan,0.96,16,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NDA,scientist,0.64,17,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NDA,queen,0.44,18,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YDA,patient,0.28,19,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,filler,filler4,0.05,20,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,filler,filler1,0.89,21,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YDA,groom,0.23,22,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,filler,filler2,0.96,23,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YQA,priest,0.17,24,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YQA,conductor,0.38,25,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NQI,stylist,0.89,26,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NDI,chef,0.95,27,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NQA,pilot,0.58,28,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NDI,dentist,0.6,29,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YQI,choreographer,0.38,30,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NQI,pianist,0.95,31,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YDA,playwright,0.93,32,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,NDA,travelagent,0.9,33,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,YQI,supervisor,0.74,34,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
35,Default,filler,filler3,0.87,35,one_slider,[],20,Confused,,2,1,Female,English,Chrome,Mac,900,1440,8.706283333333333,
51,Default,,,0.17,,one_slider_practice,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,,,0.56,,one_slider_practice,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,filler,filler4,0.63,6,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YQI,CEO,0.27,7,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NDI,groom,0.87,8,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YDI,nutritionist,0.33,9,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,filler,filler2,0.76,10,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NQI,supervisor,0.65,11,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NDI,playwright,0.45,12,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,filler,filler6,0.5,13,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NDA,stylist,0.64,14,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YQI,fan,0.39,15,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NQI,doctor,0.39,16,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YQA,pianist,0.3,17,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NQI,bartender,0.29,18,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,filler,filler3,0.63,19,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NQA,dentist,0.71,20,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YDI,coach,0.68,21,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YDA,choreographer,0.7,22,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YQA,travelagent,0.53,23,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NQA,chef,0.53,24,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NDA,artist,0.69,25,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,filler,filler5,0.39,26,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,NDI,priest,0.36,27,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YQI,patient,0.45,28,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
51,Default,YDA,queen,0.4,29,one_slider,[],20,Confused,long af,2,0,Male,english,Safari,Mac,1366,1024,15.336083333333333,
